weather_main,temp,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds_all,rain_1h,rain_3h,snow_1h,snow_3h,dt,sunrise,sunset
Clouds,11.06,6.22,9.26,12.06,999,66,10000,11.3,60,75,0,0,0,0,1585635600,1585608600,1585649940
Clouds,11.06,6.66,10.13,11.9,999,66,10000,11.3,90,75,0,0,0,0,1585635600,1585608600,1585649940
Clouds,11.06,6.41,9.44,12.04,999,66,10000,11.3,80,75,0,0,0,0,1585635960,1585608600,1585649940
Clouds,11.06,6.1,9.58,11.69,999,66,10000,11.3,70,75,0,0,0,0,1585636200,1585608600,1585649940
Clouds,11.06,6.48,9.92,12.52,999,66,10000,11.3,70,75,0,0,0,0,1585636200,1585608600,1585649940
Clouds,10.95,6.57,9.34,12.1,999,71,10000,10.3,60,75,0,0,0,0,1585637100,1585608600,1585649940
Clouds,10.95,6.23,9.65,12.24,999,71,10000,10.3,70,75,0,0,0,0,1585637100,1585608600,1585649940
Clouds,10.95,6.82,9.71,11.49,999,71,10000,10.3,90,75,0,0,0,0,1585637100,1585608600,1585649940
Clouds,11.05,6.8,9.29,11.57,999,71,10000,10.3,70,75,0,0,0,0,1585638000,1585608600,1585649940
Clouds,11.05,6.22,9.52,12.05,999,71,10000,10.3,70,75,0,0,0,0,1585638000,1585608600,1585649940
Clouds,11.05,6.89,9.7,11.69,999,71,10000,10.3,80,75,0,0,0,0,1585638000,1585608600,1585649940
Clouds,10.92,6.54,9.94,12.38,1000,66,10000,9.8,80,75,0,0,0,0,1585638900,1585608600,1585649940
Clouds,10.67,6.16,8.9,11.87,1000,66,10000,9.8,70,75,0,0,0,0,1585639200,1585608600,1585649940
Clouds,10.67,6.35,9.75,11.23,1000,66,10000,9.8,80,75,0,0,0,0,1585639200,1585608600,1585649940
Clouds,10.67,6.41,9.44,11.52,1000,66,10000,9.8,60,75,0,0,0,0,1585639620,1585608600,1585649940
Clouds,10.67,5.84,9.49,11.97,1000,66,10000,9.8,70,75,0,0,0,0,1585639620,1585608600,1585649940
Clouds,10.67,6.22,9.68,11.7,1000,66,10000,9.8,60,75,0,0,0,0,1585639620,1585608600,1585649940
Clouds,9.91,5.79,8.51,10.51,1001,66,10000,10.8,70,75,0,0,0,0,1585640700,1585608600,1585649940
Clouds,9.9,5.85,8.4,10.83,1001,66,10000,10.8,60,75,0,0,0,0,1585641000,1585608600,1585649940
Clouds,9.91,5.41,8.16,10.88,1001,66,10000,10.8,60,75,0,0,0,0,1585640700,1585608600,1585649940
Clouds,9.91,5.75,8.58,10.46,1001,66,10000,10.8,90,75,0,0,0,0,1585641600,1585608600,1585649940
Clouds,9.91,5.5,8.95,10.81,1001,66,10000,10.8,90,75,0,0,0,0,1585641600,1585608600,1585649940
Clouds,9.9,5.57,8.45,10.47,1001,66,10000,10.8,90,75,0,0,0,0,1585642200,1585608600,1585649940
Clouds,9.93,5.01,8.22,10.81,1001,66,10000,10.3,60,75,0,0,0,0,1585642500,1585608600,1585649940
Clouds,9.9,5.19,8.92,11.39,1001,66,10000,10.8,60,75,0,0,0,0,1585642200,1585608600,1585649940
Clouds,9.85,4.86,8.25,10.36,1001,66,10000,10.3,70,75,0,0,0,0,1585643100,1585608600,1585649940
Clouds,9.85,5.68,8.68,10.68,1001,66,10000,10.3,60,75,0,0,0,0,1585643100,1585608600,1585649940
Clouds,9.86,5.5,8.97,10.87,1001,66,10000,10.3,90,75,0,0,0,0,1585643400,1585608600,1585649940
Clouds,9.86,5.37,8.77,10.75,1001,66,10000,10.3,70,75,0,0,0,0,1585643400,1585608600,1585649940
Clouds,9.86,5.56,8.8,10.48,1001,66,10000,10.3,90,75,0,0,0,0,1585643400,1585608600,1585649940
Clouds,9.48,5.11,8.68,10.12,1001,70,10000,7.7,70,75,0,0,0,0,1585644600,1585608600,1585649940
Clouds,9.48,4.6,8.23,10.55,1001,70,10000,7.7,70,75,0,0,0,0,1585644600,1585608600,1585649940
Clouds,9.47,4.97,8.56,10.64,1001,70,10000,7.7,70,75,0,0,0,0,1585645200,1585608600,1585649940
Clouds,9.47,4.88,7.85,10.48,1001,70,10000,7.7,90,75,0,0,0,0,1585645200,1585608600,1585649940
Clouds,9.47,4.85,8.42,10.06,1001,70,10000,7.7,60,75,0,0,0,0,1585645200,1585608600,1585649940
Clouds,9.09,5.01,8.2,10.55,1002,70,10000,7.2,70,75,0,0,0,0,1585646100,1585608600,1585649940
Clouds,9.09,4.72,7.91,10.33,1002,70,10000,7.2,90,75,0,0,0,0,1585646400,1585608600,1585649940
Clouds,9.09,4.44,7.96,9.82,1002,70,10000,7.2,80,75,0,0,0,0,1585646700,1585608600,1585649940
Clouds,8.86,4.01,7.74,10.07,1002,70,10000,7.2,90,75,0,0,0,0,1585647000,1585608600,1585649940
Clouds,8.94,4.6,7.77,10.24,1002,70,10000,7.2,70,75,0,0,0,0,1585647300,1585608600,1585649940
Clouds,8.94,4.93,7.33,10.32,1002,70,10000,7.2,80,75,0,0,0,0,1585647600,1585608600,1585649940
Clouds,8.94,4.68,7.43,9.77,1002,70,10000,7.2,70,75,0,0,0,0,1585647300,1585608600,1585649940
Rain,8.66,4.06,7.74,9.78,1002,75,10000,6.2,60,75,0,0,0,0,1585648200,1585608600,1585649940
Rain,8.66,4.61,7.73,9.43,1002,75,10000,6.2,90,75,0,0,0,0,1585648500,1585608600,1585649940
Rain,8.66,4.15,6.93,10.09,1002,75,10000,6.2,80,75,0,0,0,0,1585648200,1585608600,1585649940
Rain,8.66,4.44,7.14,9.79,1002,75,10000,6.2,70,75,0,0,0,0,1585648500,1585608600,1585649940
Rain,8.53,4.5,6.75,9.22,1002,75,10000,6.2,70,75,0,0,0,0,1585649400,1585608600,1585649940
Rain,8.29,3.85,6.9,9.69,1002,70,10000,7.7,80,75,0,0,0,0,1585649700,1585608600,1585649940
Rain,8.29,4.14,7.2,8.99,1002,70,10000,7.7,90,75,0,0,0,0,1585649700,1585608600,1585649940
Rain,8.15,3.43,6.41,8.98,1002,70,10000,7.7,70,75,0,0,0,0,1585650300,1585608600,1585649940
Rain,8.14,3.99,6.97,8.74,1002,70,10000,7.7,70,75,0,0,0,0,1585650600,1585608600,1585649940
Rain,8.06,3.57,6.39,8.97,1002,70,10000,7.7,80,75,0,0,0,0,1585650900,1585608600,1585649940
Rain,7.99,3.81,6.64,9.13,1003,75,10000,6.7,90,40,0,0,0,0,1585651200,1585608600,1585649940
Rain,8.06,3.56,6.79,9.35,1003,75,10000,6.7,80,40,0,0,0,0,1585651500,1585608600,1585649940
Rain,8.06,3.79,7.22,9.32,1003,75,10000,6.7,80,40,0,0,0,0,1585651500,1585608600,1585649940
Rain,7.96,3.16,6.6,8.52,1003,75,10000,6.7,80,40,0,0,0,0,1585652100,1585608600,1585649940
Rain,7.96,3.23,6.56,9.2,1003,75,10000,6.7,80,40,0,0,0,0,1585652100,1585608600,1585649940
Rain,7.96,3.47,6.97,9.38,1003,75,10000,6.7,80,40,0,0,0,0,1585652100,1585608600,1585649940
Rain,7.95,3.45,6.31,8.77,1003,75,10000,6.7,80,40,0,0,0,0,1585652400,1585608600,1585649940
Clouds,7.07,2.65,5.8,7.57,1003,87,10000,7.7,70,40,0,0,0,0,1585653300,1585608600,1585649940
Clouds,7.1,3.01,6.16,7.84,1003,87,10000,7.7,90,40,0,0,0,0,1585653600,1585608600,1585649940
Clouds,7.1,2.51,5.89,8.17,1003,87,10000,7.7,80,40,0,0,0,0,1585653600,1585608600,1585649940
Clouds,7.1,2.39,6.27,7.95,1003,87,10000,7.7,90,40,0,0,0,0,1585653600,1585608600,1585649940
Clouds,6.96,2.79,5.4,8.18,1003,87,10000,7.7,70,40,0,0,0,0,1585654500,1585608600,1585649940
Clouds,6.96,2.76,5.55,7.7,1003,87,10000,7.7,90,40,0,0,0,0,1585654500,1585608600,1585649940
Clouds,6.96,2.79,6.02,7.61,1003,87,10000,7.7,90,40,0,0,0,0,1585654500,1585608600,1585649940
Clouds,6.92,2.73,5.83,8.31,1004,75,10000,6.2,80,40,0,0,0,0,1585655400,1585608600,1585649940
Clouds,6.91,2.45,5.29,7.64,1004,75,10000,6.2,90,40,0,0,0,0,1585655700,1585608600,1585649940
Clouds,6.91,2.52,5.93,8.16,1004,75,10000,6.2,90,40,0,0,0,0,1585655700,1585608600,1585649940
Clouds,6.72,1.8,5.16,7.98,1004,75,10000,6.2,80,40,0,0,0,0,1585656300,1585608600,1585649940
Clouds,6.91,2.07,5.81,7.86,1004,75,10000,6.2,80,40,0,0,0,0,1585656000,1585608600,1585649940
Clouds,6.53,2.28,4.84,7.36,1004,70,10000,4.6,70,40,0,0,0,0,1585656900,1585608600,1585649940
Clouds,6.47,1.52,5.09,7.55,1004,70,10000,4.6,70,40,0,0,0,0,1585657200,1585608600,1585649940
Clouds,6.47,1.53,5.61,7.54,1004,70,10000,4.6,80,40,0,0,0,0,1585657200,1585608600,1585649940
Clouds,6.46,2.34,4.88,7.03,1004,70,10000,4.6,80,40,0,0,0,0,1585657800,1585608600,1585649940
Clouds,6.46,1.85,5.08,7.38,1004,70,10000,4.6,90,40,0,0,0,0,1585657800,1585608600,1585649940
Clouds,6.46,2.21,4.97,7.37,1004,70,10000,4.6,90,40,0,0,0,0,1585657800,1585608600,1585649940
Clouds,6.27,1.53,4.48,7.22,1004,81,10000,3.6,80,20,0,0,0,0,1585658700,1585608600,1585649940
Clouds,5.98,1.29,4.22,6.66,1004,81,10000,3.6,80,20,0,0,0,0,1585659000,1585608600,1585649940
Clouds,5.98,1.29,5.17,7.37,1004,81,10000,3.6,70,20,0,0,0,0,1585659000,1585608600,1585649940
Clouds,5.97,1.21,4.21,6.64,1004,81,10000,3.6,70,20,0,0,0,0,1585659600,1585608600,1585649940
Clouds,5.98,1.17,4.87,6.93,1004,81,10000,3.6,80,20,0,0,0,0,1585659900,1585608600,1585649940
Clouds,6.1,1.38,4.74,7.38,1004,81,10000,4.1,80,20,0,0,0,0,1585660200,1585608600,1585649940
Clouds,6.1,1.49,4.91,6.85,1004,81,10000,4.1,70,20,0,0,0,0,1585660200,1585608600,1585649940
Clouds,6.1,1.49,4.81,6.85,1004,81,10000,4.1,70,20,0,0,0,0,1585660200,1585608600,1585649940
Clouds,6.11,1.6,5.1,7.27,1004,81,10000,4.1,80,20,0,0,0,0,1585661100,1585608600,1585649940
Clouds,6.02,1.49,4.36,7.32,1004,81,10000,4.1,70,20,0,0,0,0,1585661400,1585608600,1585649940
Clouds,6.11,1.71,4.64,6.62,1004,81,10000,4.1,70,20,0,0,0,0,1585661100,1585608600,1585649940
Clouds,6.02,2,4.93,7.25,1005,81,10000,3.6,70,20,0,0,0,0,1585662000,1585608600,1585649940
Clouds,6.02,1.35,4.8,6.94,1005,81,10000,3.6,60,20,0,0,0,0,1585662300,1585608600,1585649940
Clouds,6.02,1.32,5,7.35,1005,81,10000,3.6,70,20,0,0,0,0,1585662000,1585608600,1585649940
Clouds,6.17,1.68,5.17,6.98,1005,81,10000,3.6,90,20,0,0,0,0,1585662900,1585608600,1585649940
Clouds,6.28,1.39,4.49,7.45,1005,81,10000,3.6,80,20,0,0,0,0,1585663200,1585608600,1585649940
Clouds,6.28,2.05,5.03,7.77,1005,81,10000,3.6,90,20,0,0,0,0,1585663200,1585608600,1585649940
Clouds,6.28,1.63,5.11,7.15,1005,81,10000,3.6,60,20,0,0,0,0,1585663200,1585608600,1585649940
Clouds,5.97,1.93,4.22,7.21,1005,81,10000,2.6,60,20,0,0,0,0,1585664100,1585608600,1585649940
Clouds,5.97,1.86,4.69,6.49,1005,81,10000,2.6,70,20,0,0,0,0,1585664100,1585608600,1585649940
Clouds,5.88,0.89,4.97,6.6,1005,81,10000,2.6,70,20,0,0,0,0,1585664700,1585608600,1585649940
Clouds,5.78,1.13,4.63,6.29,1005,81,10000,2.6,60,20,0,0,0,0,1585665000,1585608600,1585649940
Clouds,5.78,1.67,4.56,6.48,1005,81,10000,2.6,90,20,0,0,0,0,1585665000,1585608600,1585649940
Clouds,5.79,1.39,4.73,6.69,1005,81,10000,2.6,90,20,0,0,0,0,1585665600,1585608600,1585649940
Clouds,5.79,1.65,4.55,6.93,1005,81,10000,2.6,90,20,0,0,0,0,1585665600,1585608600,1585649940
Clouds,5.79,1.46,4.38,6.44,1005,81,10000,2.6,80,20,0,0,0,0,1585665600,1585608600,1585649940
Clouds,5.63,1.61,4.77,6.57,1005,81,10000,3.1,70,75,0,0,0,0,1585666500,1585608600,1585649940
Clouds,5.63,1.22,4.18,7.01,1005,81,10000,3.1,90,75,0,0,0,0,1585666500,1585608600,1585649940
Clouds,5.54,0.61,4.04,6.73,1005,81,10000,3.1,80,75,0,0,0,0,1585666980,1585608600,1585649940
Clouds,5.52,0.74,4.7,6.97,1005,81,10000,3.1,80,75,0,0,0,0,1585667400,1585608600,1585649940
Clouds,5.54,0.59,3.97,6.62,1005,81,10000,3.1,60,75,0,0,0,0,1585666980,1585608600,1585649940
Clouds,5.52,1.29,4.47,6.89,1005,81,10000,3.1,70,75,0,0,0,0,1585667400,1585608600,1585649940
Clouds,5.27,0.74,3.95,6.24,1005,81,10000,2.6,80,40,0,0,0,0,1585668300,1585608600,1585649940
Clouds,5.27,1.11,4.47,5.92,1005,81,10000,2.6,70,40,0,0,0,0,1585668300,1585608600,1585649940
Clouds,5.27,0.85,3.54,6.72,1005,81,10000,2.6,90,40,0,0,0,0,1585668300,1585608600,1585649940
Clouds,5.27,0.92,4.12,6.54,1005,81,10000,2.6,80,40,0,0,0,0,1585668300,1585608600,1585649940
Clouds,5.28,0.88,3.76,6.64,1005,86,10000,4.1,80,40,0,0,0,0,1585669500,1585608600,1585649940
Clouds,5.31,0.94,4.28,6.47,1005,86,10000,4.1,90,40,0,0,0,0,1585669620,1585608600,1585649940
Clouds,5.31,0.44,3.57,6.45,1005,86,10000,4.1,60,40,0,0,0,0,1585670100,1585608600,1585649940
Clouds,5.31,0.57,3.65,6.5,1005,86,10000,4.1,70,40,0,0,0,0,1585670100,1585608600,1585649940
Clouds,5.31,0.83,3.8,6.09,1005,86,10000,4.1,70,40,0,0,0,0,1585670100,1585608600,1585649940
Clouds,5.29,0.98,4.43,6.09,1005,86,10000,3.6,60,40,0,0,0,0,1585671000,1585694880,1585736460
Clouds,5.29,0.41,3.76,6.24,1005,86,10000,3.6,80,40,0,0,0,0,1585671000,1585694880,1585736460
Clouds,5.28,0.94,4.21,6.7,1005,86,10000,3.6,80,40,0,0,0,0,1585671600,1585694880,1585736460
Clouds,5.28,0.53,4.3,6.01,1005,86,10000,3.6,60,40,0,0,0,0,1585671900,1585694880,1585736460
Clouds,5.28,0.43,4.28,5.81,1005,86,10000,3.6,90,40,0,0,0,0,1585671900,1585694880,1585736460
Clouds,5.28,1.02,4.03,6.24,1005,86,10000,3.6,70,40,0,0,0,0,1585671900,1585694880,1585736460
Clouds,5.55,0.91,4.28,6.89,1005,81,10000,5.1,80,40,0,0,0,0,1585672800,1585694880,1585736460
Clouds,5.55,0.61,4.15,6.16,1005,81,10000,5.1,60,40,0,0,0,0,1585673100,1585694880,1585736460
Clouds,5.55,1.26,4.24,6.35,1005,81,10000,5.1,60,40,0,0,0,0,1585673100,1585694880,1585736460
Clouds,5.63,1.22,4.64,6.46,1005,81,10000,5.1,60,40,0,0,0,0,1585673700,1585694880,1585736460
Clouds,5.62,0.94,4.5,6.72,1005,81,10000,5.1,60,40,0,0,0,0,1585674000,1585694880,1585736460
Clouds,5.62,0.78,4.41,6.4,1005,81,10000,5.1,70,40,0,0,0,0,1585674000,1585694880,1585736460
Clouds,5.89,1.15,4.6,6.39,1005,81,10000,4.6,60,40,0,0,0,0,1585674600,1585694880,1585736460
Clouds,5.97,1.52,4.3,6.9,1005,81,10000,4.6,90,40,0,0,0,0,1585674900,1585694880,1585736460
Clouds,5.97,1.5,4.7,7.02,1005,81,10000,4.6,60,40,0,0,0,0,1585674900,1585694880,1585736460
Clouds,5.97,1.63,4.31,6.47,1005,81,10000,4.6,80,40,0,0,0,0,1585674900,1585694880,1585736460
Clouds,5.97,1.17,4.74,6.54,1005,81,10000,4.6,60,40,0,0,0,0,1585675800,1585694880,1585736460
Clouds,5.97,0.98,4.21,7.41,1005,81,10000,4.6,80,40,0,0,0,0,1585675800,1585694880,1585736460
Clouds,5.97,1.61,4.35,7.39,1005,81,10000,4.6,70,40,0,0,0,0,1585675800,1585694880,1585736460
Clouds,6.11,1.85,4.84,7.33,1004,81,10000,4.6,90,40,0,0,0,0,1585676700,1585694880,1585736460
Clouds,6.12,1.44,5.27,6.82,1004,81,10000,4.6,90,40,0,0,0,0,1585677000,1585694880,1585736460
Clouds,6.12,1.15,4.54,7.4,1004,81,10000,4.6,70,40,0,0,0,0,1585677000,1585694880,1585736460
Clouds,6.12,1.49,5.05,7.01,1004,81,10000,4.6,80,40,0,0,0,0,1585677600,1585694880,1585736460
Clouds,6.25,1.26,4.8,7.56,1004,81,10000,4.6,80,40,0,0,0,0,1585677900,1585694880,1585736460
Clouds,6.12,1.81,5.11,7.55,1004,81,10000,4.6,70,40,0,0,0,0,1585677600,1585694880,1585736460
Clouds,6.55,1.8,5.49,7.44,1004,81,10000,5.1,80,40,0,0,0,0,1585678500,1585694880,1585736460
Clouds,6.41,1.95,4.89,7.61,1004,81,10000,5.1,60,40,0,0,0,0,1585678800,1585694880,1585736460
Clouds,6.4,1.87,4.92,7.13,1004,81,10000,5.1,90,40,0,0,0,0,1585679100,1585694880,1585736460
Clouds,6.41,1.82,4.61,7.3,1004,81,10000,5.1,70,40,0,0,0,0,1585678800,1585694880,1585736460
Clouds,6.65,1.89,5.23,8,1004,81,10000,5.1,90,40,0,0,0,0,1585679700,1585694880,1585736460
Clouds,6.88,2.18,5.58,8.28,1004,70,10000,5.1,80,40,0,0,0,0,1585680000,1585694880,1585736460
Clouds,6.88,2.11,5.25,7.51,1004,70,10000,5.1,80,40,0,0,0,0,1585680300,1585694880,1585736460
Clouds,6.88,2.54,5.99,7.68,1004,70,10000,5.1,80,40,0,0,0,0,1585680300,1585694880,1585736460
Clouds,6.88,2.56,5.72,8.22,1004,70,10000,5.1,70,40,0,0,0,0,1585680300,1585694880,1585736460
Clouds,6.87,2.02,5.72,7.77,1004,70,10000,5.1,80,40,0,0,0,0,1585681200,1585694880,1585736460
Clouds,6.87,2.72,5.81,7.54,1004,70,10000,5.1,90,40,0,0,0,0,1585681200,1585694880,1585736460
Clouds,6.87,1.95,5.65,8.05,1004,75,10000,6.2,70,40,0,0,0,0,1585681800,1585694880,1585736460
Clouds,6.87,2.29,5.23,7.95,1004,75,10000,6.2,70,40,0,0,0,0,1585681800,1585694880,1585736460
Clouds,6.96,2.34,5.21,8.1,1004,75,10000,6.2,60,40,0,0,0,0,1585682400,1585694880,1585736460
Clouds,6.83,2.74,5.18,7.7,1004,75,10000,6.2,60,40,0,0,0,0,1585682700,1585694880,1585736460
Clouds,6.96,2.08,5.78,7.76,1004,75,10000,6.2,70,40,0,0,0,0,1585682400,1585694880,1585736460
Clouds,6.83,1.99,5.11,7.78,1004,75,10000,6.2,90,40,0,0,0,0,1585683300,1585694880,1585736460
Clouds,6.83,2.38,5.45,7.64,1004,75,10000,6.2,70,40,0,0,0,0,1585683300,1585694880,1585736460
Clouds,6.83,1.89,5.79,7.45,1004,75,10000,6.2,60,40,0,0,0,0,1585683300,1585694880,1585736460
Clouds,6.39,1.86,5.2,7.84,1003,81,10000,5.7,90,40,0,0,0,0,1585684200,1585694880,1585736460
Clouds,6.39,1.45,5.02,7.85,1003,81,10000,5.7,70,40,0,0,0,0,1585684200,1585694880,1585736460
Clouds,6.39,2.14,5.46,7.31,1003,81,10000,5.7,90,40,0,0,0,0,1585684800,1585694880,1585736460
Clouds,6.39,1.62,5.52,7.75,1003,81,10000,5.7,80,40,0,0,0,0,1585684800,1585694880,1585736460
Clouds,6.39,1.81,5.55,7.19,1003,81,10000,5.7,70,40,0,0,0,0,1585684800,1585694880,1585736460
Clouds,6.36,1.84,4.65,7.39,1003,81,10000,7.2,90,40,0,0,0,0,1585685700,1585694880,1585736460
Clouds,6.36,1.89,4.75,7.8,1003,81,10000,7.2,80,40,0,0,0,0,1585685700,1585694880,1585736460
Clouds,6.36,2.08,5.48,7.69,1003,81,10000,7.2,60,40,0,0,0,0,1585685700,1585694880,1585736460
Clouds,6.67,2.07,5.81,7.89,1003,81,10000,7.2,80,40,0,0,0,0,1585686600,1585694880,1585736460
Clouds,6.67,2,5.86,7.72,1003,81,10000,7.2,80,40,0,0,0,0,1585686600,1585694880,1585736460
Clouds,6.67,2.18,5.54,8.16,1003,81,10000,7.2,70,40,0,0,0,0,1585686600,1585694880,1585736460
Clouds,6.93,2.88,5.14,8.16,1002,75,10000,7.2,60,40,0,0,0,0,1585687500,1585694880,1585736460
Clouds,6.95,2.34,5.6,7.8,1002,75,10000,7.2,80,40,0,0,0,0,1585687800,1585694880,1585736460
Clouds,6.95,2.24,5.31,7.93,1002,75,10000,7.2,60,40,0,0,0,0,1585687800,1585694880,1585736460
Clouds,6.96,2.04,5.96,8.3,1002,75,10000,7.2,70,40,0,0,0,0,1585688400,1585694880,1585736460
Clouds,6.98,2.62,6.08,8.4,1002,75,10000,7.2,80,40,0,0,0,0,1585688700,1585694880,1585736460
Clouds,6.96,2.49,5.89,8.35,1002,75,10000,7.2,80,40,0,0,0,0,1585688400,1585694880,1585736460
Clouds,7.13,3.05,5.98,8.16,1002,75,10000,7.2,90,40,0,0,0,0,1585689300,1585694880,1585736460
Clouds,7.15,2.88,6.34,7.67,1002,75,10000,7.2,90,40,0,0,0,0,1585689600,1585694880,1585736460
Clouds,7.15,2.18,5.59,7.86,1002,75,10000,7.2,60,40,0,0,0,0,1585689600,1585694880,1585736460
Clouds,7.14,2.88,5.59,8.4,1002,75,10000,7.2,90,40,0,0,0,0,1585690200,1585694880,1585736460
Clouds,7.14,2.19,5.91,8.49,1002,75,10000,7.2,60,40,0,0,0,0,1585690200,1585694880,1585736460
Clouds,7.14,2.86,5.59,7.89,1002,75,10000,7.2,60,40,0,0,0,0,1585690200,1585694880,1585736460
Clouds,7.04,2.39,5.5,8.33,1002,75,10000,7.7,90,40,0,0,0,0,1585691100,1585694880,1585736460
Clouds,7.07,2.71,5.9,7.64,1002,75,10000,7.7,80,40,0,0,0,0,1585691400,1585694880,1585736460
Clouds,7.07,2.12,5.99,7.74,1002,75,10000,7.7,60,40,0,0,0,0,1585691400,1585694880,1585736460
Clouds,7.15,2.82,5.84,7.93,1002,75,10000,7.7,60,40,0,0,0,0,1585692000,1585694880,1585736460
Clouds,7.28,2.97,5.54,8.17,1002,75,10000,7.7,80,40,0,0,0,0,1585692300,1585694880,1585736460
Clouds,7.15,2.85,6.02,8.33,1002,75,10000,7.7,80,40,0,0,0,0,1585692000,1585694880,1585736460
Clouds,7.28,2.65,6.17,8.35,1002,75,10000,7.7,80,40,0,0,0,0,1585692300,1585694880,1585736460
Clouds,7.25,2.65,5.88,8.43,1002,81,10000,6.2,90,40,0,0,0,0,1585693200,1585694880,1585736460
Clouds,7.25,2.98,5.49,8.17,1002,81,10000,6.2,90,40,0,0,0,0,1585693200,1585694880,1585736460
Clouds,7.25,2.7,6.4,7.91,1002,81,10000,6.2,90,40,0,0,0,0,1585693200,1585694880,1585736460
Clouds,7.33,2.33,6.07,8.31,1002,81,10000,6.2,90,40,0,0,0,0,1585693800,1585694880,1585736460
Clouds,7.11,3.1,5.77,8.18,1002,81,10000,7.7,90,40,0,0,0,0,1585694400,1585694880,1585736460
Clouds,7.11,2.12,6.17,8.1,1002,81,10000,7.7,80,40,0,0,0,0,1585694400,1585694880,1585736460
Clouds,7.42,3.41,5.98,8.73,1002,81,10000,7.7,80,40,0,0,0,0,1585695000,1585694880,1585736460
Clouds,7.42,2.89,6.47,8.77,1002,81,10000,7.7,90,40,0,0,0,0,1585695000,1585694880,1585736460
Clouds,7.42,2.57,6.45,8.47,1002,81,10000,7.7,80,40,0,0,0,0,1585695600,1585694880,1585736460
Clouds,7.42,3.3,5.99,8.63,1002,81,10000,7.7,60,40,0,0,0,0,1585695600,1585694880,1585736460
Clouds,7.42,2.5,6.39,8.26,1002,81,10000,7.7,70,40,0,0,0,0,1585695600,1585694880,1585736460
Clouds,7.43,2.49,6.07,8.46,1002,81,10000,8.2,70,40,0,0,0,0,1585696500,1585694880,1585736460
Clouds,7.43,3.04,5.95,8.29,1002,81,10000,8.2,80,40,0,0,0,0,1585696500,1585694880,1585736460
Clouds,7.4,2.75,6.34,8.77,1002,81,10000,8.2,60,40,0,0,0,0,1585697100,1585694880,1585736460
Clouds,7.4,2.68,5.85,8.39,1002,81,10000,8.2,80,40,0,0,0,0,1585697100,1585694880,1585736460
Clouds,7.41,3.26,6.24,7.91,1002,81,10000,8.2,60,40,0,0,0,0,1585697400,1585694880,1585736460
Clouds,7.96,3.5,7.02,9.29,1002,75,10000,7.7,90,20,0,0,0,0,1585698000,1585694880,1585736460
Clouds,7.96,3.5,6.94,8.63,1002,75,10000,7.7,70,20,0,0,0,0,1585698000,1585694880,1585736460
Clouds,7.99,3.26,7.08,9.42,1002,75,10000,7.7,90,20,0,0,0,0,1585698600,1585694880,1585736460
Clouds,7.96,3.65,6.66,8.65,1002,75,10000,7.7,60,20,0,0,0,0,1585698000,1585694880,1585736460
Clouds,8.08,3.79,6.55,9.23,1002,75,10000,7.7,90,20,0,0,0,0,1585699200,1585694880,1585736460
Clouds,7.94,3.42,6.88,9.36,1002,75,10000,7.7,70,20,0,0,0,0,1585699500,1585694880,1585736460
Clouds,7.94,3.8,6.31,8.46,1002,75,10000,7.7,70,20,0,0,0,0,1585699500,1585694880,1585736460
Clouds,8.11,3.81,6.56,8.83,1002,81,10000,7.7,90,40,0,0,0,0,1585700100,1585694880,1585736460
Clouds,8.12,3.75,6.35,8.74,1002,81,10000,7.7,80,40,0,0,0,0,1585700400,1585694880,1585736460
Clouds,8.12,3.2,6.85,9.2,1002,81,10000,7.7,60,40,0,0,0,0,1585700400,1585694880,1585736460
Clouds,8.2,3.34,6.82,9.58,1002,81,10000,7.7,70,40,0,0,0,0,1585701000,1585694880,1585736460
Clouds,8.2,3.29,6.85,9.12,1002,81,10000,7.7,80,40,0,0,0,0,1585701000,1585694880,1585736460
Clouds,8.2,3.54,6.55,9.64,1002,81,10000,7.7,60,40,0,0,0,0,1585701000,1585694880,1585736460
Clouds,8.22,3.31,6.72,9,1002,81,10000,7.2,70,40,0,0,0,0,1585701900,1585694880,1585736460
Clouds,8.22,3.36,7.02,9.3,1002,81,10000,7.2,90,40,0,0,0,0,1585701900,1585694880,1585736460
Clouds,8.22,4.01,6.74,9.55,1002,81,10000,7.2,70,40,0,0,0,0,1585701900,1585694880,1585736460
Clouds,8.4,4.11,6.66,9.57,1002,81,10000,7.2,60,40,0,0,0,0,1585702680,1585694880,1585736460
Clouds,8.33,3.81,7.09,8.9,1002,81,10000,7.2,90,40,0,0,0,0,1585702800,1585694880,1585736460
Clouds,8.54,4.39,7.64,9.37,1002,76,10000,6.7,70,40,0,0,0,0,1585703400,1585694880,1585736460
Clouds,8.53,4.14,7.55,9.46,1002,76,10000,6.7,80,40,0,0,0,0,1585703700,1585694880,1585736460
Clouds,8.5,3.74,6.94,9.71,1002,76,10000,6.7,70,40,0,0,0,0,1585704000,1585694880,1585736460
Clouds,8.5,4.38,6.77,9.27,1002,76,10000,6.7,90,40,0,0,0,0,1585704000,1585694880,1585736460
Clouds,8.49,3.94,7.32,9.44,1002,76,10000,6.7,80,40,0,0,0,0,1585704600,1585694880,1585736460
Clouds,8.56,4,7.26,9.23,1002,76,10000,6.7,60,40,0,0,0,0,1585704900,1585694880,1585736460
