number,available_bike_stands,available_bikes,last_update
59,15,5,1586867403000
34,20,10,1586867529000
2,10,10,1586867635000
111,36,4,1586867630000
26,10,10,1586867426000
65,23,17,1586867413000
86,31,7,1586867547000
100,12,13,1586867633000
64,33,7,1586867561000
33,9,14,1586867533000
44,25,5,1586867597000
89,27,13,1586867537000
57,16,7,1586867503000
80,27,13,1586867430000
41,18,2,1586867545000
3,13,7,1586867426000
28,17,13,1586867438000
21,24,6,1586867513000
56,32,8,1586867699000
52,18,14,1586867687000
112,18,12,1586867684000
87,28,9,1586867648000
63,22,13,1586867687000
67,38,2,1586867684000
77,28,1,1586867698000
4,9,11,1586867652000
7,27,2,1586867644000
102,30,9,1586867702000
38,19,21,1586867684000
50,32,8,1586867700000
24,18,2,1586867642000
40,9,12,1586867651000
83,27,13,1586867661000
42,10,20,1586867751000
108,32,8,1586867747000
18,28,2,1586867706000
98,33,7,1586867735000
106,33,7,1586867730000
112,17,13,1586867788000
84,23,7,1586867721000
11,20,10,1586867820000
45,25,5,1586867813000
114,30,10,1586867781000
72,19,12,1586867801000
67,38,2,1586867748000
97,31,9,1586867786000
61,16,9,1586867708000
77,29,0,1586867725000
49,19,21,1586867817000
19,6,24,1586867757000
102,31,9,1586867756000
79,11,16,1586867791000
37,22,8,1586867768000
95,22,18,1586867814000
78,4,36,1586867794000
109,16,13,1586867789000
40,9,12,1586867820000
29,16,13,1586867769000
103,34,6,1586867765000
88,14,16,1586867723000
108,33,7,1586867888000
32,18,12,1586867857000
13,25,5,1586867836000
81,28,12,1586867880000
23,21,9,1586867938000
112,17,13,1586867934000
74,13,17,1586867885000
114,30,10,1586867935000
99,24,6,1586867871000
62,23,17,1586867851000
97,29,11,1586867864000
73,23,7,1586867906000
53,29,11,1586867870000
66,12,28,1586867927000
101,27,3,1586867910000
96,19,10,1586867887000
69,25,15,1586867888000
25,16,14,1586867854000
94,31,9,1586867879000
105,29,7,1586867876000
93,34,6,1586867844000
22,8,12,1586867906000
110,32,8,1586867879000
12,14,6,1586867857000
2,9,11,1586867872000
75,30,10,1586867860000
10,6,10,1586867833000
85,30,5,1586867891000
107,29,11,1586867880000
44,24,6,1586867826000
40,8,13,1586867822000
39,20,0,1586867891000
92,23,16,1586867913000
42,8,22,1586868000000
43,25,5,1586867954000
112,17,13,1586867968000
68,27,13,1586867985000
90,30,10,1586867953000
114,30,10,1586867973000
91,20,10,1586867954000
116,25,5,1586867943000
5,34,6,1586867967000
16,10,10,1586867944000
36,28,12,1586867989000
33,9,14,1586867972000
3,13,7,1586867982000
40,8,13,1586867967000
54,22,11,1586868113000
68,28,12,1586868073000
17,14,5,1586868119000
114,33,7,1586868106000
9,4,20,1586868089000
5,34,6,1586868003000
77,28,1,1586868085000
58,32,8,1586868116000
104,29,11,1586868090000
115,25,5,1586868114000
117,29,11,1586868033000
8,22,8,1586868035000
27,15,5,1586868004000
82,13,9,1586868111000
71,38,2,1586868017000
51,37,3,1586868075000
59,15,5,1586868012000
95,21,19,1586868006000
110,31,9,1586868024000
26,10,10,1586868033000
65,23,17,1586868021000
15,6,10,1586868003000
109,15,14,1586868011000
33,9,14,1586868011000
57,16,7,1586868111000
80,27,13,1586868039000
40,9,12,1586868034000
28,18,12,1586868046000
92,23,16,1586868081000
88,14,16,1586868070000
30,17,3,1586868191000
6,20,0,1586868233000
52,18,14,1586868167000
48,27,12,1586868242000
31,17,3,1586868234000
23,20,10,1586868192000
112,18,12,1586868238000
113,33,7,1586868174000
9,6,18,1586868201000
67,38,2,1586868207000
55,31,5,1586868227000
97,28,12,1586868219000
115,25,5,1586868126000
47,29,11,1586868216000
76,28,10,1586868168000
71,37,3,1586868188000
34,20,10,1586868139000
111,37,3,1586868206000
86,31,7,1586868156000
100,12,13,1586868241000
24,17,3,1586868163000
64,33,7,1586868168000
107,28,12,1586868149000
89,27,13,1586868146000
41,18,2,1586868153000
3,13,7,1586868230000
29,16,13,1586868234000
103,34,6,1586868226000
21,24,6,1586868123000
88,14,16,1586868154000
87,29,9,1586868257000
63,23,12,1586868294000
67,39,1,1586868298000
4,10,10,1586868261000
49,18,22,1586868258000
7,27,2,1586868252000
38,19,21,1586868296000
8,21,9,1586868247000
96,19,10,1586868295000
79,10,17,1586868297000
12,13,7,1586868279000
44,23,7,1586868277000
3,13,7,1586868273000
83,27,13,1586868270000
42,7,23,1586871634000
30,17,3,1586871235000
54,22,11,1586871762000
108,32,8,1586871247000
56,33,7,1586871504000
6,18,2,1586871685000
18,26,4,1586871274000
32,18,12,1586871512000
52,21,11,1586871420000
48,29,11,1586871678000
13,26,4,1586871554000
43,18,12,1586871181000
81,28,12,1586871757000
31,11,9,1586871750000
98,33,7,1586871390000
23,20,10,1586871676000
106,34,6,1586871754000
112,21,9,1586871556000
68,31,9,1586871457000
74,12,18,1586871614000
87,31,7,1586871405000
84,24,6,1586871414000
90,30,10,1586871603000
11,20,10,1586871464000
17,14,6,1586871362000
45,24,6,1586871417000
114,31,9,1586871493000
72,22,9,1586871727000
63,23,12,1586871533000
113,34,6,1586871354000
91,21,9,1586871415000
99,25,5,1586871419000
9,13,11,1586871295000
67,40,0,1586871349000
116,25,5,1586871599000
55,30,6,1586871485000
62,28,12,1586871492000
5,27,13,1586871570000
97,28,12,1586871305000
61,17,8,1586871702000
77,28,1,1586871230000
73,23,7,1586871728000
4,9,11,1586871221000
49,18,22,1586871735000
19,12,18,1586871671000
7,27,2,1586871289000
102,30,10,1586871475000
38,20,20,1586871461000
53,29,11,1586871522000
58,31,9,1586871206000
66,14,26,1586871563000
104,29,11,1586871746000
101,24,6,1586871211000
115,28,2,1586871385000
47,29,11,1586871261000
117,29,11,1586871688000
8,21,9,1586871391000
27,13,7,1586871597000
16,11,9,1586871696000
96,22,8,1586871550000
82,13,9,1586871761000
76,30,8,1586871193000
71,40,0,1586871340000
79,10,17,1586871541000
69,24,16,1586871776000
25,16,14,1586871499000
51,36,4,1586871664000
37,22,8,1586871732000
59,15,5,1586871661000
95,23,17,1586871221000
94,31,9,1586871530000
105,29,7,1586871530000
36,28,12,1586871755000
93,34,6,1586871500000
22,6,14,1586871553000
50,34,6,1586871560000
110,31,9,1586871729000
12,13,7,1586871179000
34,22,8,1586871373000
78,4,36,1586871611000
2,11,9,1586871753000
75,31,9,1586871661000
111,37,3,1586871778000
26,9,11,1586871299000
65,23,17,1586871672000
15,6,10,1586871660000
86,33,5,1586871607000
10,4,12,1586871476000
100,12,13,1586871278000
24,16,4,1586871198000
64,32,8,1586871724000
109,15,14,1586871662000
85,31,4,1586871693000
107,30,10,1586871220000
33,3,20,1586871771000
44,18,12,1586871519000
89,27,13,1586871414000
57,15,8,1586871543000
80,26,14,1586871569000
41,18,2,1586871195000
3,12,8,1586871652000
40,10,11,1586871662000
29,15,14,1586871298000
103,35,5,1586871262000
28,17,13,1586871242000
39,11,9,1586871557000
83,28,12,1586871731000
92,25,15,1586871388000
21,24,6,1586871679000
88,13,17,1586871283000
30,17,3,1586871844000
108,32,8,1586871855000
18,26,4,1586871882000
43,18,12,1586871790000
81,28,12,1586871788000
31,11,9,1586871867000
23,19,11,1586871881000
112,20,10,1586871853000
63,23,12,1586871869000
77,28,1,1586871839000
73,23,7,1586871787000
4,9,11,1586871829000
7,27,2,1586871897000
38,20,20,1586871794000
58,31,9,1586871863000
101,25,5,1586871820000
115,27,3,1586871880000
47,29,11,1586871870000
76,30,8,1586871802000
69,24,16,1586871815000
59,15,5,1586871844000
95,23,17,1586871830000
12,14,6,1586871787000
34,22,8,1586871863000
78,5,35,1586871902000
86,33,5,1586871875000
100,12,13,1586871886000
24,16,4,1586871847000
107,30,10,1586871828000
33,3,20,1586871812000
41,18,2,1586871804000
29,14,15,1586871878000
103,35,5,1586871870000
28,17,13,1586871851000
88,13,17,1586871892000
56,32,8,1586871990000
52,21,11,1586872029000
43,17,13,1586871975000
31,12,8,1586872007000
98,33,7,1586871999000
68,31,9,1586872066000
87,31,7,1586872014000
84,25,5,1586872024000
11,20,10,1586872071000
17,14,6,1586872051000
45,24,6,1586872026000
113,34,6,1586871963000
91,21,9,1586872024000
99,25,5,1586872027000
9,13,11,1586871903000
67,40,0,1586871958000
97,28,12,1586871913000
47,29,11,1586872068000
8,21,9,1586872000000
71,39,1,1586871935000
69,24,16,1586871917000
78,5,35,1586872027000
26,9,11,1586871906000
86,33,5,1586871909000
100,13,12,1586871968000
24,17,3,1586872008000
109,15,14,1586871967000
33,3,20,1586871937000
89,28,12,1586872023000
92,25,15,1586871996000
32,18,12,1586872120000
48,28,12,1586872149000
13,26,4,1586872161000
31,13,7,1586872146000
68,30,10,1586872152000
114,31,9,1586872102000
9,13,11,1586872194000
55,31,5,1586872094000
62,29,11,1586872100000
5,27,13,1586872179000
49,17,23,1586872089000
102,29,11,1586872175000
53,29,11,1586872130000
66,14,26,1586872171000
96,22,8,1586872159000
79,11,16,1586872150000
25,16,14,1586872107000
94,31,9,1586872139000
105,29,7,1586872140000
93,34,6,1586872109000
22,6,14,1586872162000
50,34,6,1586872168000
12,14,6,1586872197000
78,5,35,1586872083000
2,10,10,1586872144000
15,6,10,1586872140000
10,4,12,1586872085000
100,13,12,1586872100000
24,20,0,1586872176000
44,18,12,1586872122000
57,15,8,1586872150000
80,25,15,1586872104000
39,11,9,1586872165000
42,7,23,1586872241000
56,31,9,1586872224000
48,28,12,1586872243000
74,12,18,1586872222000
90,30,10,1586872211000
116,25,5,1586872209000
27,14,6,1586872206000
69,24,16,1586872255000
3,12,8,1586872261000
54,22,11,1586872369000
6,18,2,1586872293000
32,17,13,1586872279000
31,13,7,1586872324000
106,34,6,1586872363000
72,23,8,1586872336000
61,17,8,1586872311000
19,12,18,1586872278000
58,30,10,1586872274000
104,29,11,1586872356000
117,29,11,1586872296000
16,11,9,1586872304000
82,13,9,1586872369000
79,10,17,1586872266000
51,36,4,1586872272000
37,23,7,1586872370000
36,28,12,1586872365000
110,31,9,1586872338000
75,31,9,1586872271000
65,23,17,1586872280000
64,32,8,1586872332000
85,31,4,1586872302000
44,18,12,1586872294000
40,10,11,1586872378000
28,16,14,1586872319000
83,28,12,1586872340000
92,25,15,1586872368000
21,24,6,1586872288000
30,17,3,1586872452000
108,32,8,1586872463000
18,26,4,1586872490000
43,16,14,1586872416000
81,29,11,1586872398000
31,13,7,1586872475000
23,19,11,1586872460000
112,20,10,1586872461000
68,30,10,1586872476000
63,24,11,1586872476000
9,13,11,1586872493000
5,26,14,1586872409000
77,28,1,1586872447000
73,24,6,1586872396000
4,9,11,1586872438000
102,29,11,1586872472000
38,20,20,1586872403000
101,25,5,1586872428000
115,27,3,1586872475000
76,30,8,1586872412000
59,16,4,1586872452000
95,23,17,1586872439000
22,6,14,1586872453000
34,23,7,1586872472000
2,9,11,1586872439000
111,37,3,1586872387000
107,30,10,1586872436000
44,18,12,1586872465000
41,18,2,1586872433000
3,11,9,1586872456000
29,12,17,1586872450000
103,35,5,1586872477000
88,13,17,1586872501000
68,30,10,1586872508000
72,23,8,1586872539000
97,28,12,1586872521000
7,27,2,1586872505000
102,29,11,1586872516000
38,20,20,1586872547000
96,21,9,1586872509000
71,39,1,1586872544000
26,9,11,1586872513000
86,34,4,1586872517000
10,4,12,1586872557000
107,29,11,1586872510000
33,3,20,1586872546000
42,7,23,1586872685000
30,17,3,1586873061000
54,22,11,1586872979000
108,32,8,1586873072000
56,30,10,1586872735000
6,18,2,1586872902000
18,25,5,1586873131000
32,17,13,1586872888000
52,21,11,1586873246000
48,29,11,1586872846000
13,26,4,1586872768000
43,17,13,1586873218000
81,29,11,1586873007000
31,13,7,1586873226000
98,33,7,1586873218000
23,20,10,1586873068000
106,34,6,1586872972000
112,21,9,1586873086000
68,31,9,1586873116000
74,12,18,1586872830000
87,31,7,1586873232000
84,24,6,1586873134000
90,29,11,1586872977000
11,22,8,1586873241000
17,14,6,1586872938000
45,24,6,1586873243000
114,31,9,1586872711000
72,25,6,1586872701000
63,24,11,1586873085000
113,34,6,1586873181000
91,21,9,1586873242000
99,25,5,1586873245000
9,14,10,1586873102000
67,39,1,1586872901000
116,25,5,1586872817000
55,31,5,1586872703000
62,29,11,1586872709000
5,26,14,1586873018000
97,28,12,1586873129000
61,17,8,1586872920000
77,28,1,1586873055000
73,24,6,1586873004000
4,9,11,1586873046000
49,17,23,1586873225000
19,13,17,1586872768000
7,27,2,1586873113000
102,30,10,1586873125000
38,21,19,1586873180000
53,29,11,1586872740000
58,30,10,1586873141000
66,14,26,1586872779000
104,29,11,1586872965000
101,24,6,1586872943000
115,26,4,1586873059000
47,30,10,1586872677000
117,29,11,1586872945000
8,21,9,1586873218000
27,14,6,1586872720000
16,11,9,1586872913000
96,21,9,1586873119000
82,13,9,1586872978000
76,29,9,1586873272000
71,37,3,1586873050000
79,10,17,1586872876000
69,26,14,1586873282000
25,16,14,1586872873000
51,36,4,1586872880000
37,23,7,1586872979000
59,16,4,1586873060000
95,23,17,1586873138000
94,31,9,1586872748000
105,29,7,1586872749000
36,28,12,1586872974000
93,34,6,1586872718000
22,7,13,1586873062000
50,34,6,1586872776000
110,31,9,1586872946000
12,15,5,1586872805000
34,23,7,1586873080000
78,5,35,1586873076000
2,8,12,1586872779000
75,31,9,1586872880000
111,37,3,1586872996000
26,8,12,1586873233000
65,23,17,1586872889000
15,7,9,1586872748000
86,35,3,1586873142000
10,5,11,1586873166000
100,13,12,1586872708000
24,19,1,1586873261000
64,32,8,1586873238000
109,16,13,1586873184000
85,31,4,1586872911000
107,29,11,1586873119000
33,3,20,1586873155000
44,16,14,1586873268000
89,26,14,1586873053000
57,15,8,1586872757000
80,26,14,1586872955000
41,19,1,1586873041000
3,11,9,1586873065000
40,11,10,1586872986000
29,12,17,1586873059000
103,35,5,1586873085000
28,16,14,1586872928000
39,11,9,1586873115000
83,28,12,1586872949000
92,25,15,1586872976000
21,24,6,1586872897000
88,13,17,1586873110000
42,8,22,1586873296000
112,22,8,1586873337000
114,31,9,1586873320000
72,25,6,1586873309000
55,31,5,1586873312000
62,29,11,1586873318000
73,23,7,1586873328000
47,30,10,1586873287000
27,15,5,1586873329000
69,26,14,1586873292000
95,23,17,1586873338000
93,34,6,1586873327000
86,33,5,1586873337000
100,13,12,1586873316000
28,16,14,1586873329000
83,27,13,1586873323000
42,6,24,1586953340000
30,17,3,1586953291000
54,24,9,1586953203000
108,34,6,1586953311000
56,28,12,1586953289000
6,20,0,1586953434000
18,27,3,1586953259000
32,16,14,1586953087000
52,16,16,1586953186000
48,20,20,1586953126000
13,21,9,1586952834000
43,19,11,1586953375000
81,32,8,1586953358000
31,1,19,1586953295000
98,35,5,1586953437000
23,19,11,1586952931000
106,30,10,1586953372000
112,27,3,1586953398000
68,26,13,1586953160000
74,18,12,1586953394000
87,30,8,1586953410000
84,25,5,1586953142000
90,30,10,1586953394000
11,19,11,1586953086000
17,13,7,1586952961000
45,24,6,1586953370000
114,30,10,1586953311000
72,24,7,1586953224000
63,18,17,1586953436000
113,32,8,1586953190000
91,18,12,1586952854000
99,27,3,1586953028000
9,8,16,1586953339000
67,36,3,1586952992000
116,24,6,1586953046000
55,25,11,1586953098000
62,27,13,1586953048000
5,34,6,1586953390000
97,33,7,1586952946000
61,17,8,1586953123000
77,25,4,1586952944000
73,28,2,1586953408000
4,14,6,1586952932000
49,25,15,1586953255000
19,22,8,1586953339000
7,27,2,1586953101000
102,28,11,1586953434000
38,21,19,1586953059000
53,28,12,1586953222000
58,29,11,1586953331000
66,22,18,1586952883000
104,29,11,1586952900000
101,17,13,1586953040000
115,19,11,1586952970000
47,31,9,1586953145000
117,30,10,1586953100000
8,24,6,1586953395000
27,14,6,1586953305000
16,10,10,1586953134000
96,23,7,1586953438000
82,16,6,1586952939000
76,31,7,1586952999000
71,30,10,1586953348000
79,16,11,1586953144000
69,25,14,1586952954000
25,13,17,1586952909000
51,29,11,1586953234000
37,21,9,1586953109000
59,19,1,1586953339000
95,25,15,1586953407000
94,31,9,1586953306000
105,25,11,1586953275000
36,27,13,1586952946000
93,36,4,1586953245000
22,8,11,1586953013000
50,27,13,1586952858000
110,37,3,1586953032000
12,14,6,1586953410000
34,20,10,1586953149000
78,17,23,1586953279000
2,14,6,1586953193000
75,28,12,1586952887000
111,37,3,1586953441000
26,11,9,1586953333000
65,23,17,1586953138000
15,8,8,1586953080000
86,32,6,1586952898000
10,4,12,1586953441000
100,13,12,1586953396000
24,15,5,1586953225000
64,33,7,1586953019000
109,14,15,1586953263000
85,23,12,1586953140000
107,31,9,1586953108000
33,17,6,1586953285000
44,20,10,1586953333000
89,26,14,1586953362000
57,15,8,1586952914000
80,31,9,1586953426000
41,10,10,1586953067000
3,13,6,1586952935000
40,10,11,1586952974000
29,8,21,1586953000000
103,38,2,1586953300000
28,28,2,1586953189000
39,14,6,1586953180000
83,23,17,1586953013000
92,32,8,1586953088000
21,23,7,1586953410000
88,9,21,1586953254000
42,6,24,1586959445000
30,20,0,1586959703000
54,24,9,1586959289000
108,35,5,1586959640000
56,29,11,1586959493000
6,18,2,1586959535000
18,24,6,1586959482000
32,20,10,1586959262000
52,17,15,1586959677000
48,30,10,1586959346000
13,23,7,1586959407000
43,20,10,1586959427000
81,35,5,1586959265000
31,0,20,1586959493000
98,34,6,1586959304000
23,19,11,1586959514000
106,32,8,1586959369000
112,27,3,1586959650000
68,21,18,1586959704000
74,15,15,1586959302000
87,30,8,1586959685000
84,19,11,1586959709000
90,29,11,1586959376000
11,19,11,1586959160000
17,16,4,1586959625000
45,23,7,1586959651000
114,28,12,1586959695000
72,24,7,1586959575000
63,27,8,1586959485000
113,35,5,1586959537000
91,18,12,1586959590000
99,27,3,1586959466000
9,12,12,1586959651000
67,37,2,1586959651000
116,25,5,1586959207000
55,25,11,1586959662000
62,28,12,1586959449000
5,27,13,1586959671000
97,30,10,1586959327000
61,17,8,1586959503000
77,24,5,1586959469000
73,30,0,1586959189000
4,15,5,1586959308000
49,26,14,1586959735000
19,25,5,1586959239000
7,27,2,1586959191000
102,25,15,1586959731000
38,19,21,1586959732000
53,29,11,1586959303000
58,32,8,1586959513000
66,27,13,1586959472000
104,29,11,1586959601000
101,16,14,1586959512000
115,19,11,1586959307000
47,33,7,1586959564000
117,30,10,1586959255000
8,26,4,1586959720000
27,14,6,1586959272000
16,10,10,1586959218000
96,23,7,1586959191000
82,14,8,1586959459000
76,32,6,1586959701000
71,29,11,1586959524000
79,15,12,1586959594000
69,21,18,1586959400000
25,20,10,1586959566000
51,28,12,1586959607000
37,22,8,1586959401000
59,20,0,1586959473000
95,29,11,1586959579000
94,31,9,1586959395000
105,26,10,1586959468000
36,27,13,1586959516000
93,36,4,1586959527000
22,6,14,1586959317000
50,27,13,1586959314000
110,34,6,1586959234000
12,8,12,1586959648000
34,21,9,1586959415000
78,20,20,1586959508000
2,12,8,1586959333000
75,30,10,1586959195000
111,31,9,1586959272000
26,9,11,1586959237000
65,23,17,1586959448000
15,6,10,1586959380000
86,33,5,1586959371000
10,0,16,1586959554000
100,8,17,1586959670000
24,19,1,1586959262000
64,32,8,1586959410000
109,14,15,1586959403000
85,26,9,1586959697000
107,32,8,1586959156000
33,18,5,1586959580000
44,22,8,1586959227000
89,24,16,1586959221000
57,14,9,1586959530000
80,29,11,1586959550000
41,10,10,1586959150000
3,17,2,1586959176000
40,15,6,1586959257000
29,10,19,1586959705000
103,38,2,1586959367000
28,24,6,1586959547000
39,12,8,1586959628000
83,25,15,1586959250000
92,28,12,1586959593000
21,21,9,1586959570000
88,9,21,1586959668000
42,5,25,1586992391000
30,18,2,1586992783000
54,24,9,1586992475000
108,23,17,1586992353000
56,21,19,1586992586000
6,20,0,1586992454000
18,23,7,1586992768000
32,17,13,1586992627000
52,20,12,1586992825000
48,31,9,1586992896000
13,23,7,1586992413000
43,14,16,1586992334000
81,39,1,1586992641000
31,10,10,1586992693000
98,35,5,1586992779000
23,27,3,1586992614000
106,30,10,1586992692000
112,13,17,1586992384000
68,30,10,1586992379000
74,13,17,1586992353000
87,26,12,1586992433000
84,16,14,1586992389000
90,31,9,1586992892000
11,19,11,1586992602000
17,18,2,1586992672000
45,24,6,1586992638000
114,28,12,1586992908000
72,27,4,1586992682000
63,30,5,1586992359000
113,33,7,1586992818000
91,16,14,1586992670000
99,26,4,1586992699000
9,12,12,1586992840000
67,33,7,1586992444000
116,22,8,1586992626000
55,27,9,1586992683000
62,32,8,1586992589000
5,27,13,1586992820000
97,28,12,1586992413000
61,16,9,1586992728000
77,22,7,1586992774000
73,28,2,1586992539000
4,9,11,1586992832000
49,24,16,1586992716000
19,28,2,1586992739000
7,27,2,1586992809000
102,25,15,1586992758000
38,6,34,1586992465000
53,26,14,1586992564000
58,30,10,1586992393000
66,22,18,1586992907000
104,30,10,1586992826000
101,14,16,1586992405000
115,19,11,1586992405000
47,33,7,1586992747000
117,32,8,1586992324000
8,27,3,1586992453000
27,18,2,1586992335000
16,11,9,1586992862000
96,20,10,1586992849000
82,8,14,1586992802000
76,28,10,1586992648000
71,30,10,1586992572000
79,27,0,1586992585000
69,21,19,1586992519000
25,17,13,1586992745000
51,33,7,1586992912000
37,24,6,1586992579000
59,20,0,1586992445000
95,29,11,1586992849000
94,32,8,1586992551000
105,23,13,1586992620000
36,34,6,1586992587000
93,36,4,1586992381000
22,7,13,1586992536000
50,32,8,1586992465000
110,27,13,1586992622000
12,18,2,1586992701000
34,5,25,1586992699000
78,24,16,1586992817000
2,12,8,1586992838000
75,31,9,1586992444000
111,28,12,1586992617000
26,8,12,1586992516000
65,21,19,1586992513000
15,4,12,1586992868000
86,33,5,1586992368000
10,10,6,1586992718000
100,8,17,1586992721000
24,19,1,1586992358000
64,29,11,1586992388000
109,7,22,1586992853000
85,23,12,1586992364000
107,37,3,1586992777000
33,8,15,1586992612000
44,16,14,1586992690000
89,27,13,1586992729000
57,13,10,1586992662000
80,29,11,1586992399000
41,12,8,1586992581000
3,18,2,1586992441000
40,16,5,1586992455000
29,10,19,1586992333000
103,36,4,1586992530000
28,17,13,1586992498000
39,17,3,1586992342000
83,12,28,1586992916000
92,28,12,1586992646000
21,24,6,1586992361000
88,18,12,1586992401000
42,7,23,1587037604000
30,19,1,1587037586000
54,24,9,1587037948000
108,23,17,1587037557000
56,26,14,1587037807000
6,9,11,1587037724000
18,22,8,1587037785000
32,14,16,1587037906000
52,22,10,1587037647000
48,28,12,1587037964000
13,22,8,1587037671000
43,25,5,1587037926000
81,39,1,1587037912000
31,0,19,1587037980000
98,34,6,1587037605000
23,17,13,1587037826000
106,32,8,1587037926000
112,22,8,1587037995000
68,28,12,1587037550000
74,13,17,1587037899000
87,30,8,1587037874000
84,17,13,1587037752000
90,27,13,1587037907000
11,19,11,1587037676000
17,10,10,1587037504000
45,19,11,1587038019000
114,25,15,1587037628000
72,25,6,1587037960000
63,22,13,1587037464000
113,32,8,1587037946000
91,17,13,1587038033000
99,25,5,1587037603000
9,11,13,1587037567000
67,27,13,1587037811000
116,23,7,1587037858000
55,27,9,1587037861000
62,32,8,1587037881000
5,31,9,1587038028000
97,32,8,1587037968000
61,18,7,1587037656000
77,22,7,1587037902000
73,24,6,1587037931000
4,8,12,1587037645000
49,23,17,1587037906000
19,23,7,1587037438000
7,24,5,1587037697000
102,28,12,1587037912000
38,5,35,1587037846000
53,25,15,1587037929000
58,30,10,1587037754000
66,20,20,1587038021000
104,30,10,1587037767000
101,19,11,1587037474000
115,20,10,1587037834000
47,32,8,1587037716000
117,31,9,1587037933000
8,26,4,1587037724000
27,12,8,1587037737000
16,6,14,1587037620000
96,22,8,1587037868000
82,10,12,1587037773000
76,34,4,1587037808000
71,35,5,1587037952000
79,20,7,1587037703000
69,22,18,1587037918000
25,17,13,1587037975000
51,31,9,1587037791000
37,23,7,1587037690000
59,20,0,1587037589000
95,27,13,1587037972000
94,32,8,1587037764000
105,26,10,1587037869000
36,33,7,1587037646000
93,38,2,1587037742000
22,7,13,1587037912000
50,33,7,1587037778000
110,32,8,1587037616000
12,17,3,1587037450000
34,12,18,1587037455000
78,23,17,1587038006000
2,16,4,1587037843000
75,32,8,1587037864000
111,38,2,1587037820000
26,9,11,1587037779000
65,19,21,1587037790000
15,9,7,1587037958000
86,34,4,1587037793000
10,8,8,1587037749000
100,15,10,1587037976000
24,19,1,1587037525000
64,27,13,1587037466000
109,9,20,1587037449000
85,25,10,1587037814000
107,30,10,1587037516000
33,2,20,1587038027000
44,26,4,1587037462000
89,23,17,1587037631000
57,14,9,1587037758000
80,29,11,1587037661000
41,10,10,1587037633000
3,18,2,1587038002000
40,13,8,1587038008000
29,12,17,1587038036000
103,39,1,1587037916000
28,29,1,1587037742000
39,19,1,1587037542000
83,27,13,1587037563000
92,26,14,1587037887000
21,23,7,1587037921000
88,28,0,1587037756000
42,12,18,1587052627000
30,16,4,1587052091000
54,24,9,1587052225000
108,30,10,1587052395000
56,23,17,1587052265000
6,13,7,1587052216000
18,24,6,1587052480000
32,12,18,1587052447000
52,23,9,1587052402000
48,29,11,1587052569000
13,21,9,1587052617000
43,25,5,1587052077000
81,40,0,1587052595000
31,13,7,1587052265000
98,35,5,1587052311000
23,16,14,1587052460000
106,32,8,1587052502000
112,20,10,1587052425000
68,26,14,1587052245000
74,14,16,1587052227000
87,29,9,1587052115000
84,19,11,1587052365000
90,27,13,1587052309000
11,19,11,1587052419000
17,7,13,1587052614000
45,24,6,1587052304000
114,23,17,1587052645000
72,27,4,1587052375000
63,23,12,1587052263000
113,32,8,1587052549000
91,14,16,1587052679000
99,26,4,1587052247000
9,13,11,1587052548000
67,24,16,1587052678000
116,24,6,1587052553000
55,28,8,1587052679000
62,34,6,1587052196000
5,27,13,1587052120000
97,30,10,1587052358000
61,17,8,1587052254000
77,23,6,1587052608000
73,25,5,1587052643000
4,15,5,1587052335000
49,27,13,1587052224000
19,25,5,1587052657000
7,24,5,1587052563000
102,28,12,1587052178000
38,0,40,1587052654000
53,26,14,1587052530000
58,23,17,1587052106000
66,24,16,1587052344000
104,32,8,1587052132000
101,18,12,1587052404000
115,27,3,1587052606000
47,35,5,1587052487000
117,29,11,1587052651000
8,28,2,1587052459000
27,12,8,1587052673000
16,9,11,1587052509000
96,23,7,1587052518000
82,11,11,1587052548000
76,29,9,1587052291000
71,32,8,1587052081000
79,27,0,1587052219000
69,24,16,1587052527000
25,18,12,1587052319000
51,30,10,1587052490000
37,22,8,1587052632000
59,13,7,1587052659000
95,28,12,1587052214000
94,32,8,1587052382000
105,29,7,1587052268000
36,35,5,1587052399000
93,38,2,1587052360000
22,11,9,1587052390000
50,39,1,1587052331000
110,35,5,1587052479000
12,10,10,1587052081000
34,3,27,1587052555000
78,21,19,1587052680000
2,18,2,1587052076000
75,29,11,1587052185000
111,38,2,1587052490000
26,9,11,1587052100000
65,29,11,1587052344000
15,10,6,1587052227000
86,29,9,1587052122000
10,15,1,1587052401000
100,13,12,1587052573000
24,17,3,1587052447000
64,26,14,1587052528000
109,16,13,1587052469000
85,25,10,1587052463000
107,31,9,1587052511000
33,8,15,1587052673000
44,19,11,1587052611000
89,27,13,1587052279000
57,14,9,1587052410000
80,31,9,1587052344000
41,11,9,1587052346000
3,19,1,1587052312000
40,15,6,1587052676000
29,12,17,1587052614000
103,38,2,1587052636000
28,20,10,1587052545000
39,15,5,1587052352000
83,32,8,1587052348000
92,26,14,1587052473000
21,24,6,1587052461000
88,30,0,1587052388000
30,16,4,1587052700000
54,24,9,1587052833000
56,23,17,1587052875000
6,13,7,1587052824000
52,22,10,1587052872000
43,25,5,1587052687000
31,14,6,1587052881000
98,35,5,1587052921000
68,26,14,1587052854000
74,14,16,1587052835000
87,29,9,1587052880000
84,18,12,1587052860000
90,27,13,1587052917000
45,24,6,1587052912000
63,23,12,1587052871000
91,15,15,1587052733000
99,26,4,1587052855000
