number,available_bike_stands,available_bikes,last_update
89,29,11,1587073691000
80,31,9,1587073834000
41,12,8,1587073826000
3,12,8,1587073881000
29,15,14,1587073826000
28,18,12,1587073637000
88,16,14,1587073651000
30,17,3,1587074212000
108,29,11,1587074138000
56,23,17,1587074165000
6,18,2,1587074014000
18,23,7,1587074107000
48,27,13,1587073977000
43,20,10,1587074199000
81,35,5,1587074133000
106,34,6,1587074009000
74,12,18,1587074188000
11,20,10,1587074135000
45,18,12,1587074184000
114,25,15,1587074113000
72,18,13,1587074155000
63,26,9,1587074094000
91,12,18,1587074119000
99,26,4,1587073953000
9,22,2,1587074105000
116,23,7,1587073947000
62,32,8,1587074118000
5,30,10,1587073941000
77,28,1,1587074092000
73,18,12,1587074206000
4,17,3,1587074176000
49,21,19,1587074072000
19,25,5,1587073965000
38,4,36,1587074221000
53,28,12,1587074178000
58,29,11,1587073936000
115,18,12,1587074194000
47,33,7,1587073952000
117,28,12,1587074039000
8,29,1,1587074198000
27,13,7,1587074005000
16,11,9,1587073979000
82,9,13,1587073977000
71,35,5,1587074053000
69,22,18,1587073923000
51,28,12,1587074057000
95,27,13,1587073971000
105,31,5,1587074197000
36,37,3,1587074194000
22,12,8,1587074006000
50,27,13,1587073976000
110,36,4,1587074161000
34,2,28,1587074130000
78,21,19,1587073991000
75,31,9,1587074028000
111,34,6,1587074011000
65,27,13,1587074190000
15,14,2,1587073951000
86,37,1,1587074067000
10,14,2,1587074169000
100,14,11,1587074148000
24,11,9,1587073987000
64,18,22,1587074114000
109,18,11,1587074068000
85,22,13,1587074047000
44,12,18,1587074166000
57,14,9,1587073947000
40,20,1,1587074159000
103,40,0,1587074047000
39,17,3,1587073930000
83,24,16,1587074024000
92,27,13,1587074056000
21,25,5,1587074220000
42,9,21,1587074296000
54,20,13,1587074338000
6,18,2,1587074486000
32,11,19,1587074423000
52,26,6,1587074381000
13,19,11,1587074356000
31,16,4,1587074320000
98,35,5,1587074237000
23,14,16,1587074561000
112,11,19,1587074353000
68,32,8,1587074243000
87,22,16,1587074470000
84,16,14,1587074292000
90,29,11,1587074228000
17,8,12,1587074518000
113,33,7,1587074335000
99,26,4,1587074561000
67,14,26,1587074451000
116,23,7,1587074555000
55,30,6,1587074374000
5,30,10,1587074549000
97,32,8,1587074422000
61,19,6,1587074282000
19,25,5,1587074572000
7,29,0,1587074408000
102,26,14,1587074228000
38,5,35,1587074232000
58,29,11,1587074546000
66,23,17,1587074311000
104,36,4,1587074355000
101,11,19,1587074333000
47,33,7,1587074560000
96,22,8,1587074310000
76,28,10,1587074226000
79,21,6,1587074483000
69,21,19,1587074399000
25,15,15,1587074358000
37,20,10,1587074394000
59,11,9,1587074560000
95,27,13,1587074579000
94,32,8,1587074308000
93,38,2,1587074289000
12,10,10,1587074325000
2,19,1,1587074412000
26,11,9,1587074313000
15,14,2,1587074559000
107,31,9,1587074501000
33,18,5,1587074338000
89,29,11,1587074299000
57,14,9,1587074556000
80,31,9,1587074443000
41,12,8,1587074434000
3,12,8,1587074489000
29,15,14,1587074434000
28,18,12,1587074246000
39,17,3,1587074538000
88,16,14,1587074259000
30,17,3,1587074820000
108,29,11,1587074746000
56,23,17,1587074773000
18,23,7,1587074716000
48,27,13,1587074586000
43,20,10,1587074873000
81,36,4,1587074742000
98,35,5,1587074846000
23,15,15,1587074638000
106,34,6,1587074617000
68,32,8,1587074852000
74,12,18,1587074796000
90,29,11,1587074835000
11,20,10,1587074743000
45,18,12,1587074793000
114,25,15,1587074721000
72,18,13,1587074764000
63,26,9,1587074702000
91,12,18,1587074728000
9,22,2,1587074712000
62,32,8,1587074726000
77,28,1,1587074700000
73,18,12,1587074814000
4,17,3,1587074785000
49,21,19,1587074681000
102,26,14,1587074836000
38,5,35,1587074713000
53,28,12,1587074785000
66,22,18,1587074655000
115,18,12,1587074804000
117,28,12,1587074647000
8,29,1,1587074805000
27,13,7,1587074614000
16,11,9,1587074587000
82,9,13,1587074585000
76,28,10,1587074834000
71,35,5,1587074662000
79,22,5,1587074705000
51,28,12,1587074666000
105,31,5,1587074806000
36,37,3,1587074802000
22,12,8,1587074614000
50,27,13,1587074583000
110,36,4,1587074769000
34,2,28,1587074739000
78,21,19,1587074600000
2,20,0,1587074680000
75,31,9,1587074636000
111,34,6,1587074619000
65,27,13,1587074798000
86,37,1,1587074675000
10,15,1,1587074777000
100,14,11,1587074757000
24,11,9,1587074706000
64,18,22,1587074723000
109,18,11,1587074676000
85,22,13,1587074654000
44,12,18,1587074774000
40,20,1,1587074767000
103,40,0,1587074655000
28,18,12,1587074855000
83,24,16,1587074632000
92,27,13,1587074664000
21,25,5,1587074829000
88,16,14,1587074867000
42,9,21,1587074905000
54,20,13,1587074946000
6,19,1,1587075095000
32,11,19,1587075031000
52,26,6,1587074990000
48,27,13,1587075143000
13,19,11,1587074964000
31,16,4,1587074929000
112,10,20,1587075163000
87,22,16,1587075079000
84,16,14,1587074900000
17,8,12,1587075126000
113,33,7,1587074942000
99,26,4,1587075170000
67,14,26,1587075061000
116,23,7,1587075163000
55,30,6,1587074983000
5,30,10,1587075157000
97,32,8,1587075032000
61,19,6,1587074891000
19,25,5,1587075181000
7,29,0,1587075016000
58,29,11,1587075088000
104,36,4,1587074963000
101,11,19,1587074941000
47,33,7,1587075168000
8,28,2,1587074931000
96,22,8,1587074919000
69,21,19,1587075006000
25,15,15,1587074968000
37,20,10,1587075003000
59,12,8,1587075169000
94,32,8,1587074917000
105,30,6,1587074940000
93,38,2,1587074898000
12,10,10,1587074933000
111,33,7,1587075130000
26,11,9,1587074920000
15,14,2,1587075167000
107,31,9,1587075108000
33,18,5,1587074946000
44,12,18,1587074907000
89,29,11,1587074909000
57,14,9,1587075165000
80,31,9,1587075052000
41,12,8,1587075042000
3,12,8,1587075126000
29,15,14,1587075042000
39,17,3,1587075146000
30,17,3,1587075428000
108,29,11,1587075353000
56,23,17,1587075382000
18,24,6,1587075381000
48,28,12,1587075187000
43,21,9,1587075482000
81,36,4,1587075350000
98,35,5,1587075455000
23,15,15,1587075246000
106,34,6,1587075225000
112,11,19,1587075195000
68,32,8,1587075461000
74,12,18,1587075405000
90,29,11,1587075443000
11,20,10,1587075352000
45,18,12,1587075401000
114,25,15,1587075330000
72,17,14,1587075479000
63,26,9,1587075311000
91,12,18,1587075337000
9,22,2,1587075320000
62,32,8,1587075334000
77,28,1,1587075309000
73,18,12,1587075423000
4,17,3,1587075394000
49,21,19,1587075289000
7,28,1,1587075464000
102,26,14,1587075444000
38,5,35,1587075408000
53,28,12,1587075392000
66,22,18,1587075264000
101,10,20,1587075481000
115,18,12,1587075412000
117,28,12,1587075256000
27,13,7,1587075223000
16,11,9,1587075195000
82,9,13,1587075193000
76,28,10,1587075443000
71,35,5,1587075272000
79,23,4,1587075314000
69,20,20,1587075428000
51,28,12,1587075274000
95,27,13,1587075187000
36,37,3,1587075411000
22,12,8,1587075222000
50,25,15,1587075287000
110,36,4,1587075377000
34,2,28,1587075413000
78,21,19,1587075209000
2,19,1,1587075311000
75,31,9,1587075244000
65,27,13,1587075406000
86,36,2,1587075359000
10,15,1,1587075386000
100,14,11,1587075365000
24,12,8,1587075315000
64,17,23,1587075481000
109,18,11,1587075283000
85,22,13,1587075262000
40,20,1,1587075376000
103,40,0,1587075264000
28,18,12,1587075344000
83,24,16,1587075242000
92,27,13,1587075274000
21,25,5,1587075438000
88,16,14,1587075476000
42,9,21,1587075513000
54,20,13,1587075554000
6,19,1,1587075703000
32,11,19,1587075639000
52,26,6,1587075599000
13,19,11,1587075572000
31,16,4,1587075537000
112,10,20,1587075781000
87,22,16,1587075688000
84,16,14,1587075508000
17,8,12,1587075733000
113,33,7,1587075550000
99,26,4,1587075778000
67,14,26,1587075670000
116,23,7,1587075771000
55,30,6,1587075593000
5,30,10,1587075764000
97,32,8,1587075640000
61,19,6,1587075499000
58,30,10,1587075697000
104,36,4,1587075573000
47,33,7,1587075778000
8,28,2,1587075539000
96,22,8,1587075529000
25,15,15,1587075577000
37,20,10,1587075612000
59,12,8,1587075777000
94,32,8,1587075526000
105,30,6,1587075549000
93,38,2,1587075507000
12,10,10,1587075542000
78,22,18,1587075536000
111,33,7,1587075739000
26,11,9,1587075528000
15,14,2,1587075776000
107,31,9,1587075715000
33,18,5,1587075554000
44,13,17,1587075516000
89,29,11,1587075518000
57,14,9,1587075774000
80,31,9,1587075661000
41,12,8,1587075651000
3,13,7,1587075735000
29,15,14,1587075650000
39,16,4,1587075663000
83,23,17,1587075607000
30,17,3,1587076037000
108,28,12,1587075832000
56,23,17,1587075992000
18,25,5,1587075989000
48,28,12,1587075796000
81,36,4,1587075959000
98,35,5,1587076065000
23,15,15,1587075856000
106,34,6,1587075834000
112,8,22,1587076037000
68,32,8,1587076070000
74,12,18,1587076014000
90,29,11,1587076050000
11,20,10,1587075961000
45,18,12,1587076009000
114,25,15,1587075938000
63,26,9,1587075920000
91,12,18,1587075946000
9,22,2,1587075927000
62,32,8,1587075943000
77,28,1,1587075918000
73,18,12,1587076031000
4,17,3,1587076003000
49,21,19,1587075898000
19,25,5,1587075788000
7,28,1,1587076073000
102,26,14,1587076052000
38,5,35,1587076017000
53,28,12,1587075999000
66,22,18,1587075874000
115,18,12,1587076020000
117,28,12,1587075864000
27,13,7,1587075832000
16,11,9,1587075804000
82,9,13,1587075801000
76,28,10,1587076052000
71,35,5,1587075881000
79,23,4,1587075922000
69,20,20,1587076036000
51,28,12,1587075882000
95,27,13,1587075795000
36,37,3,1587076019000
22,12,8,1587075829000
50,25,15,1587075894000
110,36,4,1587075985000
34,3,27,1587076023000
2,19,1,1587075920000
75,31,9,1587075853000
65,27,13,1587076015000
86,36,2,1587075966000
10,15,1,1587075995000
100,14,11,1587075974000
24,12,8,1587075923000
109,18,11,1587075890000
85,22,13,1587075870000
40,20,1,1587075984000
103,40,0,1587075872000
28,19,11,1587075953000
92,27,13,1587075882000
21,25,5,1587076047000
42,9,21,1587076121000
54,20,13,1587076164000
6,19,1,1587076311000
32,11,19,1587076248000
52,26,6,1587076207000
13,19,11,1587076180000
43,21,9,1587076090000
31,16,4,1587076145000
87,22,16,1587076297000
84,16,14,1587076115000
17,8,12,1587076340000
72,17,14,1587076087000
113,33,7,1587076157000
67,14,26,1587076280000
116,23,7,1587076378000
55,30,6,1587076202000
5,30,10,1587076371000
97,32,8,1587076250000
61,19,6,1587076107000
58,30,10,1587076306000
104,36,4,1587076182000
101,10,20,1587076089000
8,28,2,1587076146000
96,22,8,1587076136000
25,15,15,1587076185000
37,20,10,1587076221000
94,32,8,1587076135000
105,30,6,1587076158000
93,38,2,1587076116000
12,9,11,1587076334000
78,22,18,1587076145000
111,33,7,1587076348000
26,11,9,1587076135000
64,17,23,1587076090000
107,31,9,1587076323000
33,18,5,1587076162000
44,11,19,1587076281000
89,29,11,1587076127000
57,14,9,1587076382000
80,31,9,1587076270000
41,12,8,1587076259000
3,13,7,1587076343000
29,15,14,1587076259000
39,16,4,1587076272000
83,23,17,1587076215000
88,16,14,1587076084000
30,17,3,1587076646000
108,28,12,1587076440000
56,23,17,1587076601000
18,25,5,1587076598000
48,28,12,1587076406000
81,36,4,1587076569000
98,35,5,1587076674000
23,15,15,1587076464000
106,34,6,1587076442000
112,8,22,1587076646000
68,32,8,1587076680000
74,12,18,1587076623000
90,29,11,1587076657000
11,20,10,1587076569000
45,18,12,1587076618000
114,25,15,1587076547000
63,26,9,1587076531000
91,12,18,1587076556000
99,26,4,1587076387000
9,22,2,1587076534000
62,32,8,1587076551000
77,28,1,1587076526000
73,18,12,1587076639000
4,17,3,1587076612000
49,21,19,1587076507000
19,25,5,1587076395000
102,26,14,1587076660000
38,5,35,1587076626000
53,28,12,1587076607000
66,22,18,1587076483000
115,18,12,1587076629000
47,33,7,1587076387000
117,28,12,1587076472000
27,13,7,1587076441000
16,11,9,1587076412000
82,9,13,1587076410000
76,28,10,1587076661000
71,35,5,1587076490000
79,23,4,1587076531000
69,20,20,1587076644000
51,28,12,1587076490000
59,12,8,1587076387000
95,27,13,1587076404000
36,37,3,1587076628000
22,12,8,1587076437000
50,25,15,1587076501000
110,36,4,1587076594000
34,3,27,1587076632000
2,19,1,1587076528000
75,31,9,1587076462000
65,27,13,1587076624000
15,14,2,1587076386000
86,36,2,1587076574000
10,15,1,1587076603000
100,14,11,1587076582000
24,12,8,1587076532000
109,18,11,1587076498000
85,22,13,1587076478000
40,20,1,1587076593000
103,40,0,1587076480000
28,19,11,1587076562000
92,27,13,1587076490000
21,25,5,1587076656000
42,9,21,1587076730000
54,20,13,1587076772000
6,19,1,1587076920000
32,11,19,1587076856000
52,26,6,1587076816000
13,19,11,1587076788000
43,21,9,1587076700000
31,16,4,1587076753000
87,22,16,1587076906000
84,16,14,1587076723000
17,8,12,1587076948000
72,17,14,1587076696000
113,33,7,1587076764000
67,14,26,1587076889000
55,30,6,1587076811000
5,30,10,1587076979000
97,32,8,1587076859000
61,19,6,1587076716000
7,28,1,1587076682000
58,30,10,1587076915000
104,36,4,1587076791000
101,10,20,1587076697000
8,28,2,1587076753000
96,22,8,1587076745000
25,15,15,1587076793000
37,20,10,1587076830000
94,32,8,1587076744000
105,30,6,1587076767000
93,38,2,1587076725000
12,9,11,1587076943000
78,22,18,1587076754000
111,33,7,1587076957000
26,11,9,1587076742000
64,17,23,1587076698000
107,31,9,1587076930000
33,18,5,1587076771000
44,11,19,1587076889000
89,29,11,1587076736000
80,31,9,1587076880000
41,12,8,1587076867000
3,13,7,1587076951000
29,15,14,1587076868000
39,16,4,1587076880000
83,23,17,1587076823000
88,16,14,1587076692000
30,17,3,1587077254000
108,28,12,1587077047000
56,23,17,1587077210000
18,25,5,1587077206000
48,28,12,1587077015000
81,36,4,1587077177000
23,15,15,1587077072000
106,34,6,1587077050000
112,8,22,1587077254000
74,12,18,1587077232000
90,29,11,1587077265000
11,20,10,1587077177000
45,18,12,1587077226000
114,25,15,1587077155000
63,26,9,1587077140000
91,12,18,1587077165000
99,26,4,1587076995000
9,22,2,1587077143000
116,23,7,1587076985000
62,32,8,1587077159000
77,28,1,1587077135000
73,18,12,1587077247000
4,17,3,1587077221000
49,21,19,1587077116000
19,25,5,1587077003000
102,26,14,1587077269000
38,5,35,1587077235000
53,28,12,1587077214000
66,22,18,1587077092000
115,18,12,1587077238000
47,33,7,1587076995000
117,28,12,1587077080000
27,13,7,1587077051000
16,11,9,1587077019000
82,9,13,1587077018000
76,28,10,1587077269000
71,35,5,1587077098000
79,23,4,1587077139000
69,20,20,1587077251000
51,28,12,1587077099000
59,12,8,1587076995000
95,27,13,1587077012000
36,37,3,1587077236000
22,12,8,1587077044000
50,25,15,1587077108000
110,36,4,1587077202000
34,3,27,1587077240000
2,19,1,1587077136000
75,31,9,1587077145000
65,27,13,1587077233000
15,14,2,1587076995000
86,36,2,1587077180000
10,15,1,1587077212000
100,14,11,1587077190000
24,12,8,1587077142000
109,18,11,1587077105000
85,22,13,1587077085000
33,18,5,1587077234000
57,14,9,1587076991000
40,20,1,1587077201000
103,40,0,1587077088000
28,19,11,1587077171000
92,27,13,1587077098000
21,25,5,1587077265000
42,9,21,1587077338000
54,20,13,1587077380000
6,19,1,1587077528000
32,11,19,1587077464000
52,26,6,1587077425000
13,19,11,1587077404000
43,21,9,1587077309000
31,17,3,1587077337000
98,35,5,1587077283000
68,32,8,1587077289000
87,22,16,1587077515000
84,16,14,1587077329000
17,8,12,1587077555000
72,17,14,1587077304000
113,33,7,1587077372000
67,14,26,1587077498000
55,30,6,1587077419000
97,32,8,1587077468000
61,19,6,1587077325000
7,28,1,1587077292000
38,6,34,1587077486000
58,30,10,1587077525000
104,36,4,1587077400000
101,10,20,1587077306000
115,19,11,1587077536000
8,28,2,1587077360000
96,22,8,1587077353000
25,15,15,1587077402000
37,20,10,1587077440000
94,32,8,1587077352000
105,30,6,1587077375000
93,38,2,1587077334000
12,9,11,1587077551000
78,22,18,1587077363000
111,33,7,1587077565000
26,11,9,1587077350000
64,17,23,1587077307000
107,31,9,1587077537000
33,18,5,1587077290000
44,11,19,1587077498000
89,29,11,1587077345000
80,31,9,1587077488000
41,12,8,1587077475000
3,13,7,1587077559000
29,15,14,1587077476000
39,16,4,1587077488000
83,23,17,1587077432000
88,16,14,1587077301000
30,17,3,1587077862000
108,28,12,1587077654000
56,23,17,1587077819000
18,25,5,1587077814000
32,11,19,1587077817000
48,28,12,1587077624000
81,36,4,1587077785000
31,20,0,1587077772000
23,15,15,1587077681000
106,34,6,1587077659000
112,8,22,1587077863000
74,12,18,1587077841000
90,29,11,1587077872000
11,20,10,1587077785000
45,18,12,1587077834000
114,25,15,1587077763000
63,26,9,1587077757000
91,12,18,1587077774000
99,26,4,1587077604000
9,22,2,1587077750000
116,23,7,1587077594000
62,32,8,1587077767000
5,31,9,1587077805000
77,28,1,1587077744000
73,18,12,1587077856000
4,17,3,1587077831000
49,21,19,1587077725000
19,25,5,1587077610000
102,26,14,1587077877000
53,28,12,1587077821000
66,22,18,1587077701000
115,18,12,1587077743000
47,33,7,1587077604000
117,28,12,1587077688000
27,13,7,1587077660000
16,11,9,1587077627000
82,9,13,1587077626000
76,28,10,1587077878000
71,35,5,1587077707000
79,23,4,1587077748000
69,20,20,1587077859000
51,28,12,1587077707000
59,12,8,1587077603000
95,27,13,1587077621000
36,37,3,1587077844000
22,12,8,1587077651000
50,25,15,1587077716000
110,36,4,1587077810000
34,3,27,1587077849000
2,19,1,1587077746000
75,32,8,1587077754000
65,27,13,1587077841000
15,14,2,1587077604000
86,36,2,1587077787000
10,15,1,1587077820000
100,14,11,1587077799000
24,12,8,1587077751000
109,18,11,1587077712000
85,22,13,1587077692000
44,10,20,1587077823000
57,14,9,1587077599000
40,20,1,1587077810000
103,40,0,1587077696000
28,19,11,1587077781000
92,27,13,1587077708000
21,25,5,1587077875000
42,9,21,1587077947000
54,20,13,1587077988000
6,19,1,1587078136000
52,26,6,1587078033000
13,19,11,1587078013000
43,21,9,1587077918000
98,35,5,1587077891000
112,6,24,1587078091000
68,32,8,1587077898000
87,22,16,1587078125000
84,16,14,1587077938000
17,8,12,1587078162000
72,17,14,1587077912000
113,33,7,1587077979000
67,14,26,1587078108000
55,30,6,1587078028000
97,32,8,1587078077000
61,19,6,1587077934000
7,28,1,1587077901000
38,7,33,1587078170000
53,27,13,1587078097000
58,30,10,1587078134000
104,36,4,1587078008000
101,10,20,1587077914000
115,17,13,1587078162000
8,28,2,1587077968000
96,22,8,1587077962000
25,15,15,1587078011000
37,20,10,1587078049000
94,32,8,1587077962000
105,30,6,1587077984000
93,38,2,1587077943000
12,9,11,1587078160000
78,22,18,1587077971000
111,33,7,1587078174000
26,11,9,1587077957000
64,17,23,1587077916000
107,31,9,1587078146000
33,19,4,1587077899000
89,29,11,1587077954000
80,31,9,1587078097000
41,12,8,1587078085000
3,13,7,1587078168000
29,15,14,1587078085000
39,16,4,1587078096000
83,23,17,1587078040000
88,16,14,1587077909000
30,17,3,1587078470000
108,28,12,1587078261000
56,23,17,1587078429000
18,25,5,1587078422000
32,12,18,1587078426000
48,28,12,1587078233000
81,36,4,1587078394000
31,20,0,1587078381000
23,15,15,1587078290000
106,34,6,1587078268000
74,12,18,1587078449000
90,29,11,1587078479000
11,20,10,1587078394000
45,18,12,1587078442000
114,25,15,1587078379000
63,26,9,1587078367000
91,12,18,1587078383000
99,26,4,1587078212000
9,22,2,1587078357000
116,23,7,1587078202000
62,32,8,1587078376000
5,31,9,1587078413000
77,28,1,1587078352000
73,18,12,1587078465000
4,17,3,1587078440000
49,21,19,1587078334000
19,25,5,1587078218000
66,22,18,1587078310000
101,9,21,1587078267000
115,16,14,1587078273000
47,33,7,1587078213000
117,28,12,1587078296000
27,13,7,1587078269000
16,11,9,1587078236000
82,9,13,1587078234000
71,35,5,1587078316000
79,23,4,1587078357000
69,20,20,1587078467000
51,28,12,1587078315000
59,12,8,1587078212000
95,27,13,1587078229000
36,37,3,1587078454000
22,12,8,1587078258000
50,25,15,1587078324000
110,36,4,1587078419000
34,3,27,1587078459000
2,19,1,1587078355000
75,31,9,1587078412000
65,27,13,1587078450000
15,14,2,1587078214000
86,36,2,1587078395000
10,15,1,1587078429000
100,14,11,1587078409000
24,12,8,1587078360000
109,18,11,1587078319000
85,22,13,1587078300000
44,10,20,1587078432000
57,14,9,1587078208000
40,20,1,1587078419000
103,40,0,1587078305000
28,19,11,1587078390000
92,27,13,1587078317000
42,9,21,1587078555000
54,20,13,1587078598000
6,19,1,1587078745000
18,24,6,1587078595000
52,26,6,1587078642000
13,19,11,1587078621000
43,21,9,1587078527000
98,35,5,1587078501000
112,6,24,1587078701000
68,32,8,1587078507000
87,22,16,1587078734000
84,16,14,1587078546000
17,8,12,1587078770000
72,17,14,1587078521000
113,33,7,1587078586000
67,14,26,1587078718000
55,30,6,1587078638000
97,32,8,1587078687000
61,19,6,1587078542000
7,28,1,1587078510000
102,26,14,1587078485000
38,7,33,1587078780000
53,27,13,1587078709000
58,30,10,1587078743000
104,36,4,1587078618000
8,28,2,1587078575000
96,22,8,1587078571000
76,28,10,1587078486000
25,15,15,1587078619000
37,20,10,1587078658000
94,32,8,1587078571000
105,30,6,1587078593000
93,38,2,1587078553000
12,9,11,1587078768000
78,22,18,1587078581000
26,11,9,1587078564000
64,17,23,1587078524000
107,31,9,1587078753000
33,19,4,1587078507000
89,29,11,1587078565000
80,31,9,1587078705000
41,12,8,1587078694000
3,13,7,1587078777000
29,14,15,1587078760000
39,16,4,1587078523000
83,23,17,1587078649000
21,25,5,1587078484000
88,16,14,1587078517000
30,17,3,1587079080000
108,28,12,1587078869000
56,23,17,1587079038000
32,12,18,1587079035000
48,28,12,1587078842000
81,36,4,1587079002000
31,20,0,1587078990000
23,15,15,1587078898000
106,34,6,1587078882000
74,12,18,1587079057000
11,20,10,1587079003000
45,18,12,1587079050000
114,25,15,1587078987000
63,26,9,1587078975000
91,12,18,1587078992000
99,26,4,1587078820000
9,22,2,1587078965000
116,23,7,1587078809000
62,32,8,1587078984000
5,31,9,1587079021000
77,28,1,1587078962000
73,18,12,1587079073000
4,17,3,1587079049000
49,21,19,1587078944000
19,25,5,1587078825000
66,22,18,1587078918000
101,9,21,1587078876000
115,16,14,1587078882000
47,33,7,1587078822000
117,28,12,1587078905000
27,13,7,1587078878000
16,11,9,1587078844000
82,9,13,1587078843000
71,35,5,1587078926000
79,23,4,1587078966000
69,20,20,1587079075000
51,28,12,1587078923000
59,12,8,1587078820000
95,27,13,1587078839000
36,37,3,1587079063000
22,12,8,1587078866000
50,25,15,1587078931000
110,36,4,1587079028000
34,3,27,1587079068000
2,19,1,1587078963000
75,31,9,1587079021000
111,33,7,1587078784000
65,27,13,1587079058000
15,14,2,1587078928000
86,36,2,1587079002000
10,15,1,1587079038000
100,14,11,1587079017000
24,12,8,1587078969000
109,18,11,1587078927000
85,22,13,1587078907000
44,10,20,1587079041000
57,14,9,1587078817000
40,20,1,1587079027000
29,14,15,1587078923000
103,40,0,1587078914000
28,19,11,1587078999000
92,27,13,1587078925000
42,9,21,1587079163000
54,20,13,1587079206000
6,19,1,1587079353000
18,24,6,1587079204000
52,26,6,1587079250000
13,19,11,1587079229000
43,21,9,1587079223000
98,35,5,1587079110000
112,6,24,1587079309000
68,32,8,1587079116000
87,22,16,1587079343000
84,16,14,1587079154000
90,29,11,1587079086000
17,8,12,1587079378000
72,17,14,1587079130000
113,33,7,1587079193000
67,14,26,1587079327000
55,30,6,1587079247000
97,32,8,1587079296000
61,19,6,1587079150000
49,20,20,1587079129000
7,28,1,1587079118000
102,26,14,1587079093000
53,27,13,1587079317000
58,30,10,1587079352000
104,36,4,1587079227000
8,28,2,1587079182000
96,22,8,1587079180000
76,28,10,1587079095000
25,15,15,1587079228000
37,20,10,1587079267000
94,32,8,1587079180000
105,30,6,1587079202000
93,38,2,1587079162000
12,9,11,1587079377000
78,22,18,1587079190000
26,11,9,1587079171000
64,17,23,1587079133000
107,31,9,1587079360000
33,19,4,1587079116000
89,29,11,1587079174000
80,31,9,1587079315000
41,12,8,1587079302000
39,17,3,1587079132000
83,23,17,1587079257000
21,25,5,1587079092000
88,16,14,1587079125000
42,9,21,1587132585000
30,16,4,1587132872000
54,22,11,1587132763000
108,30,10,1587132645000
56,29,11,1587132391000
6,17,3,1587132496000
18,25,5,1587132821000
32,12,18,1587132640000
52,21,11,1587132790000
48,35,5,1587132494000
13,19,11,1587132683000
43,20,10,1587132500000
81,30,10,1587132734000
31,10,10,1587132642000
98,35,5,1587132935000
23,13,17,1587132668000
106,33,7,1587132746000
112,23,7,1587132393000
68,26,14,1587132567000
74,9,21,1587132472000
87,30,8,1587132772000
84,25,5,1587132760000
90,30,10,1587132743000
11,19,11,1587132429000
17,7,13,1587132852000
45,20,10,1587132747000
114,20,20,1587132479000
72,24,7,1587132708000
63,18,17,1587132946000
113,31,9,1587132878000
91,14,16,1587132697000
99,27,3,1587132623000
9,14,10,1587132902000
67,20,20,1587132789000
116,26,4,1587132431000
55,28,8,1587132588000
62,32,8,1587132806000
5,34,6,1587132489000
97,26,14,1587132735000
61,22,3,1587132501000
77,18,11,1587132531000
73,26,4,1587132859000
4,16,4,1587132829000
49,25,15,1587132411000
19,22,8,1587132670000
7,22,7,1587132787000
102,31,9,1587132759000
38,15,25,1587132424000
53,25,15,1587132693000
58,23,17,1587132658000
66,23,17,1587132562000
104,37,3,1587132505000
101,13,17,1587132928000
115,17,13,1587132838000
47,35,5,1587132873000
117,30,10,1587132862000
8,17,13,1587132710000
27,5,15,1587132357000
16,9,11,1587132811000
96,25,5,1587132558000
82,13,9,1587132904000
76,32,6,1587132871000
71,38,2,1587132809000
79,19,8,1587132518000
69,18,22,1587132912000
25,14,16,1587132371000
51,28,12,1587132956000
37,19,11,1587132638000
59,14,6,1587132486000
95,30,10,1587132858000
94,33,7,1587132879000
105,32,4,1587132436000
36,34,6,1587132726000
93,39,1,1587132824000
22,10,10,1587132921000
50,37,3,1587132777000
110,35,5,1587132953000
12,11,9,1587132750000
34,17,13,1587132853000
78,23,17,1587132638000
2,10,10,1587132480000
75,36,4,1587132907000
111,37,3,1587132523000
26,7,13,1587132894000
65,25,15,1587132922000
15,14,2,1587132644000
86,31,7,1587132816000
10,12,4,1587132881000
100,17,8,1587132479000
24,18,2,1587132882000
64,22,18,1587132842000
109,14,15,1587132743000
85,29,6,1587132625000
107,35,5,1587132608000
33,4,19,1587132796000
44,28,2,1587132371000
89,26,14,1587132835000
57,9,14,1587132824000
80,33,7,1587132960000
41,11,9,1587132857000
3,12,8,1587132787000
40,10,11,1587132862000
29,11,18,1587132949000
103,33,7,1587132614000
28,26,4,1587132660000
39,14,6,1587132942000
83,30,10,1587132704000
92,32,8,1587132526000
21,23,7,1587132379000
88,15,15,1587132758000
42,9,21,1587133217000
108,31,9,1587133254000
56,29,11,1587133001000
6,17,3,1587133103000
32,12,18,1587133249000
48,35,5,1587133103000
43,19,11,1587133231000
31,11,9,1587133249000
112,24,6,1587133159000
68,27,13,1587133176000
74,9,21,1587133081000
11,19,11,1587133038000
114,21,19,1587133059000
99,27,3,1587133231000
116,26,4,1587133039000
55,28,8,1587133197000
5,34,6,1587133097000
61,22,3,1587133110000
77,19,10,1587133139000
49,25,15,1587133019000
38,15,25,1587133033000
66,23,17,1587133169000
104,37,3,1587133113000
115,17,13,1587133261000
27,6,14,1587132966000
96,25,5,1587133166000
79,19,8,1587133187000
25,14,16,1587132980000
51,28,12,1587133120000
37,19,11,1587133028000
59,14,6,1587133094000
105,32,4,1587133046000
12,11,9,1587133053000
34,16,14,1587133056000
78,23,17,1587133247000
2,12,8,1587133256000
75,36,4,1587133121000
111,38,2,1587133260000
15,14,2,1587133252000
100,17,8,1587133087000
85,29,6,1587133233000
